3000
EL_1| 12 74.8
EL_4450| 60 67.2
EL_4451| 22 42
EL_4452| 0 77.4
EL_4453| 27 57.4
EL_4454| 71 87.2
EL_4455| 84 94.1
EL_4456| 18 24
EL_4457| 89 93.8
EL_4458| 39 90.6
EL_4459| 74 42.5
EL_4460| 21 69.9
EL_4461| 31 85.1
EL_4462| 72 7.4
EL_4463| 99 98.8
EL_4464| 23 20.6
EL_4465| 7 64.6
EL_4466| 19 85.3
EL_4467| 67 88.2
EL_4468| 40 25.1
EL_4469| 5 50.1
EL_4470| 29 18.5
EL_4471| 81 51.5
EL_4472| 67 52.3
EL_4473| 96 78.9
EL_4474| 99 1.1
EL_4475| 34 88.3
EL_4476| 89 13.2
EL_4477| 90 76.5
EL_4478| 12 36.6
EL_4479| 34 89.3
EL_4480| 1 70.6
EL_4481| 74 69.3
EL_4482| 100 94.4
EL_4483| 16 82.8
EL_4484| 39 98.4
EL_4485| 83 4.8
EL_4486| 27 83.5
EL_4487| 62 37.7
EL_4488| 63 36.2
EL_4489| 32 36.3
EL_4490| 76 6.8
EL_4491| 18 92.9
EL_4492| 94 13.5
EL_4493| 38 56.7
EL_4494| 37 94
EL_4495| 37 94.7
EL_4496| 89 0.3
EL_4497| 93 69.9
EL_4498| 69 20.6
EL_4499| 98 96.1
EL_4500| 80 97
EL_4501| 22 64.7
EL_4502| 4 5
EL_4503| 6 42.2
EL_4504| 30 25.9
EL_4505| 71 61
EL_4506| 93 57.8
EL_4507| 25 2.3
EL_4508| 9 13.9
EL_4509| 13 26.9
EL_4510| 72 89
EL_4511| 13 1.1
EL_4512| 27 70.9
EL_4513| 63 38.5
EL_4514| 88 65.5
EL_4515| 25 46.7
EL_4516| 30 72.6
EL_4517| 95 13
EL_4518| 96 94.7
EL_4519| 72 26.9
EL_4520| 12 4.7
EL_4521| 83 65.7
EL_4522| 26 66.1
EL_4523| 14 74.1
EL_4524| 97 99.5
EL_4525| 25 50.8
EL_4526| 95 91.2
EL_4527| 94 18.1
EL_4528| 20 86.6
EL_4529| 96 74.7
EL_4530| 38 45
EL_4531| 2 43.2
EL_4532| 26 77.1
EL_4533| 86 45.5
EL_4534| 62 12.4
EL_4535| 74 67.5
EL_4536| 20 8.1
EL_4537| 2 16.5
EL_4538| 88 11.1
EL_4539| 83 33.9
EL_4540| 23 55.2
EL_4541| 28 74.2
EL_4542| 8 0.7
EL_4543| 85 52.4
EL_4544| 66 99.4
EL_4545| 64 11.5
EL_4546| 28 77.7
EL_4547| 61 87
EL_4548| 7 52.6
EL_4549| 4 0.6
EL_4550| 9 81.6
EL_4551| 12 8.8
EL_4552| 83 6.3
EL_4553| 89 51
EL_4554| 91 3.9
EL_4555| 92 32
EL_4556| 3 90.8
EL_4557| 75 46.8
EL_4558| 18 43.3
EL_4559| 6 19.9
EL_4560| 79 21.9
EL_4561| 1 96.1
EL_4562| 27 55.7
EL_4563| 2 0.6
EL_4564| 38 26.7
EL_4565| 91 57.4
EL_4566| 83 95.4
EL_4567| 89 96
EL_4568| 19 87.5
EL_4569| 10 90.9
EL_4570| 74 93.1
EL_4571| 18 92.4
EL_4572| 78 48.4
EL_4573| 26 28.4
EL_4574| 31 98.1
EL_4575| 99 39.2
EL_4576| 67 41.4
EL_4577| 77 65.3
EL_4578| 90 42.1
EL_4579| 61 59
EL_4580| 17 4.1
EL_4581| 20 47.3
EL_4582| 84 71.5
EL_4583| 3 42.3
EL_4584| 98 93.9
EL_4585| 3 32.5
EL_4586| 61 95.3
EL_4587| 82 51.7
EL_4588| 33 75.7
EL_4589| 11 69
EL_4590| 7 85.4
EL_4591| 61 54.9
EL_4592| 19 10
EL_4593| 84 38
EL_4594| 96 6.1
EL_4595| 8 47.5
EL_4596| 17 25.6
EL_4597| 91 27.9
EL_4598| 64 3.4
EL_4599| 27 37.5
EL_4600| 83 20.6
EL_4601| 72 88.7
EL_4602| 89 6.8
EL_4603| 11 59.5
EL_4604| 77 51.8
EL_4605| 39 87.3
EL_4606| 38 33.7
EL_4607| 13 27.3
EL_4608| 25 65.3
EL_4609| 99 71.1
EL_4610| 66 26.3
EL_4611| 27 13
EL_4612| 86 35.1
EL_4613| 81 9.8
EL_4614| 62 42
EL_4615| 94 13.8
EL_4616| 2 98.1
EL_4617| 2 26.2
EL_4618| 62 81.6
EL_4619| 12 61.3
EL_4620| 64 54.7
EL_4621| 88 85.4
EL_4622| 4 17.2
EL_4623| 94 62.1
EL_4624| 90 55.4
EL_4625| 7 76.3
EL_4626| 13 53.6
EL_4627| 36 47.9
EL_4628| 29 10.8
EL_4629| 4 1.9
EL_4630| 26 87
EL_4631| 84 62.6
EL_4632| 80 21.1
EL_4633| 71 97.8
EL_4634| 4 36.6
EL_4635| 88 19.5
EL_4636| 2 98.7
EL_4637| 62 11.6
EL_4638| 38 48.5
EL_4639| 34 74.5
EL_4640| 4 99.9
EL_4641| 87 75.7
EL_4642| 90 17.2
EL_4643| 4 34.5
EL_4644| 82 22.5
EL_4645| 79 10
EL_4646| 11 86.7
EL_4647| 34 79.7
EL_4648| 18 64
EL_4649| 74 61
EL_4650| 73 2.1
EL_4651| 63 25.4
EL_4652| 4 23.6
EL_4653| 81 96.3
EL_4654| 84 91.6
EL_4655| 36 13.7
EL_4656| 62 4.7
EL_4657| 79 99
EL_4658| 61 56.1
EL_4659| 31 97.2
EL_4660| 72 54.5
EL_4661| 24 72.3
EL_4662| 14 69.8
EL_4663| 22 98.1
EL_4664| 24 75.2
EL_4665| 6 2.9
EL_4666| 26 84.1
EL_4667| 70 96.9
EL_4668| 22 91.7
EL_4669| 99 33.5
EL_4670| 90 22.6
EL_4671| 83 69.5
EL_4672| 62 46.8
EL_4673| 75 47.6
EL_4674| 28 37
EL_4675| 83 46.7
EL_4676| 91 53.1
EL_4677| 67 48.8
EL_4678| 73 1
EL_4679| 70 52.3
EL_4680| 37 3.5
EL_4681| 95 77.2
EL_4682| 3 75.5
EL_4683| 9 55.5
EL_4684| 21 70.5
EL_4685| 78 70
EL_4686| 61 29.5
EL_4687| 86 46.1
EL_4688| 77 72.8
EL_4689| 3 28.8
EL_4690| 33 44.1
EL_4691| 7 91.5
EL_4692| 20 29.1
EL_4693| 16 8.2
EL_4694| 72 5.9
EL_4695| 16 98.7
EL_4696| 68 21.5
EL_4697| 17 62.9
EL_4698| 8 79.9
EL_4699| 84 5.9
EL_4700| 100 62.9
EL_4701| 22 74.9
EL_4702| 95 4.3
EL_4703| 26 82.8
EL_4704| 74 54.1
EL_4705| 89 85.5
EL_4706| 70 60.1
EL_4707| 38 3.7
EL_4708| 84 44
EL_4709| 88 37.5
EL_4710| 81 0.2
EL_4711| 31 92.5
EL_4712| 39 18.7
EL_4713| 80 25.7
EL_4714| 36 27.9
EL_4715| 62 46.3
EL_4716| 25 33.2
EL_4717| 23 42.4
EL_4718| 83 65.8
EL_4719| 85 26.2
EL_4720| 75 29.6
EL_4721| 86 9.7
EL_4722| 31 43.7
EL_4723| 85 30.9
EL_4724| 23 67.6
EL_4725| 4 83.6
EL_4726| 7 81.5
EL_4727| 76 38.9
EL_4728| 93 75.8
EL_4729| 0 98.2
EL_4730| 39 71
EL_4731| 9 84.5
EL_4732| 79 43.7
EL_4733| 8 50.1
EL_4734| 72 66.4
EL_4735| 20 43.9
EL_4736| 100 84.7
EL_4737| 83 81.1
EL_4738| 71 81.5
EL_4739| 89 1.3
EL_4740| 20 5.4
EL_4741| 67 33.3
EL_4742| 97 4.7
EL_4743| 82 32.2
EL_4744| 85 86.7
EL_4745| 70 93.6
EL_4746| 79 55
EL_4747| 72 14.4
EL_4748| 93 57
EL_4749| 60 4.3
EL_4750| 18 60.3
EL_4751| 88 38.4
EL_4752| 31 42.5
EL_4753| 19 16.1
EL_4754| 22 94.2
EL_4755| 81 79.9
EL_4756| 26 18.9
EL_4757| 96 28.1
EL_4758| 70 41.6
EL_4759| 5 76.4
EL_4760| 75 54.3
EL_4761| 94 23.9
EL_4762| 33 71.4
EL_4763| 85 53.6
EL_4764| 31 1.2
EL_4765| 74 20.8
EL_4766| 33 40.6
EL_4767| 96 20.1
EL_4768| 8 21.3
EL_4769| 32 39
EL_4770| 25 16.2
EL_4771| 99 65.2
EL_4772| 20 63.1
EL_4773| 25 43.3
EL_4774| 13 82.5
EL_4775| 73 27.5
EL_4776| 74 70.2
EL_4777| 15 45
EL_4778| 66 87.8
EL_4779| 0 60.2
EL_4780| 91 65.7
EL_4781| 19 51.4
EL_4782| 17 92.2
EL_4783| 0 48.6
EL_4784| 18 28.9
EL_4785| 68 64.6
EL_4786| 24 82
EL_4787| 40 70.3
EL_4788| 40 32.8
EL_4789| 14 23.5
EL_4790| 60 76.8
EL_4791| 75 98.9
EL_4792| 86 40.9
EL_4793| 72 50.6
EL_4794| 3 94.1
EL_4795| 74 17.7
EL_4796| 72 44.3
EL_4797| 71 59.2
EL_4798| 77 23.7
EL_4799| 26 68.2
EL_4800| 11 96
EL_4801| 24 5.9
EL_4802| 19 65.4
EL_4803| 60 70.9
EL_4804| 13 29.5
EL_4805| 5 82.4
EL_4806| 73 69.4
EL_4807| 10 73.2
EL_4808| 25 85.9
EL_4809| 39 84.1
EL_4810| 91 55
EL_4811| 96 75.5
EL_4812| 71 92.9
EL_4813| 30 69.9
EL_4814| 22 67.3
EL_4815| 88 33.4
EL_4816| 60 6.1
EL_4817| 29 67.3
EL_4818| 29 22.8
EL_4819| 78 13.6
EL_4820| 94 17
EL_4821| 94 86.8
EL_4822| 91 38.1
EL_4823| 81 4.3
EL_4824| 36 39.1
EL_4825| 40 85.7
EL_4826| 11 51.8
EL_4827| 70 25.1
EL_4828| 1 47.1
EL_4829| 75 58.3
EL_4830| 64 26.6
EL_4831| 68 91.3
EL_4832| 5 87.1
EL_4833| 91 36.2
EL_4834| 76 37.9
EL_4835| 82 59.6
EL_4836| 24 22.2
EL_4837| 10 34
EL_4838| 27 20.9
EL_4839| 24 58.8
EL_4840| 22 92.2
EL_4841| 99 91.7
EL_4842| 60 28.6
EL_4843| 28 84.5
EL_4844| 66 16.9
EL_4845| 79 80.1
EL_4846| 97 65.7
EL_4847| 16 94.5
EL_4848| 0 62.3
EL_4849| 68 95.4
EL_4850| 91 41.6
EL_4851| 6 54.8
EL_4852| 15 29.9
EL_4853| 83 77.3
EL_4854| 1 4
EL_4855| 13 26.7
EL_4856| 31 66.3
EL_4857| 0 61.2
EL_4858| 90 70.4
EL_4859| 78 61.5
EL_4860| 38 7.2
EL_4861| 34 5.5
EL_4862| 6 40.7
EL_4863| 97 2.2
EL_4864| 93 44.6
EL_4865| 23 32
EL_4866| 13 6.3
EL_4867| 22 22.3
EL_4868| 78 43.8
EL_4869| 26 21.9
EL_4870| 72 6.4
EL_4871| 12 57
EL_4872| 1 9.2
EL_4873| 33 70.5
EL_4874| 83 31.3
EL_4875| 8 11.6
EL_4876| 0 45.8
EL_4877| 30 46.5
EL_4878| 91 17.3
EL_4879| 83 66.6
EL_4880| 71 97.1
EL_4881| 90 97.5
EL_4882| 39 79.1
EL_4883| 2 75.3
EL_4884| 30 72.8
EL_4885| 11 11.3
EL_4886| 89 45.6
EL_4887| 93 75.8
EL_4888| 77 15.6
EL_4889| 60 86.5
EL_4890| 39 47.7
EL_4891| 61 55.3
EL_4892| 75 53.7
EL_4893| 92 89.9
EL_4894| 95 72.4
EL_4895| 60 12.2
EL_4896| 64 54.1
EL_4897| 25 51.3
EL_4898| 28 14.1
EL_4899| 2 68.6
EL_4900| 91 73.4
EL_4901| 25 33
EL_4902| 84 16.9
EL_4903| 66 49.7
EL_4904| 99 27.7
EL_4905| 97 44.9
EL_4906| 5 27.5
EL_4907| 36 52.4
EL_4908| 1 96.6
EL_4909| 99 1.6
EL_4910| 80 6
EL_4911| 22 73.7
EL_4912| 7 51.6
EL_4913| 1 53.6
EL_4914| 77 65
EL_4915| 4 82.1
EL_4916| 97 19.3
EL_4917| 26 8
EL_4918| 1 70.4
EL_4919| 1 50
EL_4920| 6 8.8
EL_4921| 64 78.9
EL_4922| 82 32.6
EL_4923| 89 82.4
EL_4924| 29 90.7
EL_4925| 6 44.5
EL_4926| 71 81.6
EL_4927| 83 0.8
EL_4928| 87 12.5
EL_4929| 74 22.3
EL_4930| 3 56.8
EL_4931| 100 68.2
EL_4932| 14 89.5
EL_4933| 2 39.4
EL_4934| 70 2.2
EL_4935| 13 39.9
EL_4936| 0 26.5
EL_4937| 80 68.5
EL_4938| 97 88.3
EL_4939| 93 17.2
EL_4940| 69 11
EL_4941| 17 42.4
EL_4942| 88 13.7
EL_4943| 26 51.3
EL_4944| 15 19.1
EL_4945| 96 31.5
EL_4946| 85 92.1
EL_4947| 39 20.4
EL_4948| 17 46.3
EL_4949| 6 96.7
EL_4950| 21 46.6
EL_4951| 38 73.4
EL_4952| 61 65.5
EL_4953| 69 32.2
EL_4954| 96 43.4
EL_4955| 8 25.8
EL_4956| 6 65.2
EL_4957| 39 39
EL_4958| 22 35.6
EL_4959| 63 69.4
EL_4960| 97 68.7
EL_4961| 61 58.4
EL_4962| 32 20
EL_4963| 63 14.6
EL_4964| 31 8.6
EL_4965| 98 34.4
EL_4966| 84 91.1
EL_4967| 71 32.3
EL_4968| 69 95.7
EL_4969| 74 50.8
EL_4970| 62 25.5
EL_4971| 99 9.1
EL_4972| 7 70.9
EL_4973| 65 15.3
EL_4974| 11 24.9
EL_4975| 39 57.9
EL_4976| 89 32.7
EL_4977| 82 82.1
EL_4978| 87 89
EL_4979| 63 97.7
EL_4980| 1 12.2
EL_4981| 91 52
EL_4982| 20 75.7
EL_4983| 23 39.6
EL_4984| 95 16.7
EL_4985| 71 28.1
EL_4986| 1 44.7
EL_4987| 27 18.9
EL_4988| 85 31.4
EL_4989| 94 57.6
EL_4990| 85 39.7
EL_4991| 93 87.9
EL_4992| 72 89.9
EL_4993| 80 31.6
EL_4994| 22 85
EL_4995| 2 5.1
EL_4996| 66 40.3
EL_4997| 28 72.7
EL_4998| 79 42.4
EL_4999| 67 35.9
EL_5000| 15 3.1
EL_5001| 8 48.7
EL_5002| 80 30.7
EL_5003| 65 8.2
EL_5004| 23 62.4
EL_5005| 38 14.8
EL_5006| 66 62.9
EL_5007| 27 55.5
EL_5008| 66 78.6
EL_5009| 30 53.1
EL_5010| 40 87.4
EL_5011| 17 69.3
EL_5012| 4 19.1
EL_5013| 33 18.5
EL_5014| 33 88.1
EL_5015| 87 67.4
EL_5016| 22 27.4
EL_5017| 62 16.1
EL_5018| 61 78.3
EL_5019| 28 6.3
EL_5020| 90 79.4
EL_5021| 37 79.7
EL_5022| 68 38.5
EL_5023| 82 23.7
EL_5024| 9 56.9
EL_5025| 90 1.9
EL_5026| 73 80.3
EL_5027| 77 23.6
EL_5028| 88 76.2
EL_5029| 20 47.3
EL_5030| 64 13.9
EL_5031| 18 2.5
EL_5032| 92 14.1
EL_5033| 3 70.8
EL_5034| 1 74.7
EL_5035| 22 20.3
EL_5036| 60 15.2
EL_5037| 4 82.9
EL_5038| 81 83.2
EL_5039| 7 91.9
EL_5040| 97 48.6
EL_5041| 64 29.1
EL_5042| 89 28.5
EL_5043| 14 26
EL_5044| 71 19.5
EL_5045| 92 76.6
EL_5046| 9 93.1
EL_5047| 4 43.1
EL_5048| 81 68.2
EL_5049| 22 43.2
EL_5050| 88 43.6
EL_5051| 20 25.9
EL_5052| 66 22
EL_5053| 76 4.1
EL_5054| 36 80.5
EL_5055| 79 96
EL_5056| 25 18.9
EL_5057| 22 28.2
EL_5058| 66 46.3
EL_5059| 33 68.5
EL_5060| 93 10.8
EL_5061| 13 49
EL_5062| 64 62.8
EL_5063| 75 53.4
EL_5064| 13 93.6
EL_5065| 7 86.1
EL_5066| 5 60.9
EL_5067| 10 42.5
EL_5068| 91 28.5
EL_5069| 83 50.5
EL_5070| 96 77.2
EL_5071| 14 77.3
EL_5072| 31 58.7
EL_5073| 19 72.7
EL_5074| 33 6.4
EL_5075| 23 2.6
EL_5076| 77 20.7
EL_5077| 33 68.3
EL_5078| 40 35.2
EL_5079| 21 5.2
EL_5080| 74 53.7
EL_5081| 75 88.6
EL_5082| 29 60.3
EL_5083| 34 39.5
EL_5084| 87 53.6
EL_5085| 14 71.7
EL_5086| 100 53
EL_5087| 31 65.9
EL_5088| 87 51.1
EL_5089| 14 86.8
EL_5090| 4 84.1
EL_5091| 72 82.2
EL_5092| 64 2.6
EL_5093| 5 62.5
EL_5094| 2 20.9
EL_5095| 19 90.1
EL_5096| 68 93.1
EL_5097| 64 1.2
EL_5098| 15 68.2
EL_5099| 81 48.1
EL_5100| 69 33.5
EL_5101| 25 56.5
EL_5102| 6 15.9
EL_5103| 84 3.3
EL_5104| 74 21.4
EL_5105| 96 3.7
EL_5106| 90 48.2
EL_5107| 23 56.1
EL_5108| 6 89.6
EL_5109| 34 73.1
EL_5110| 5 97.2
EL_5111| 89 16.4
EL_5112| 98 61.2
EL_5113| 92 3.9
EL_5114| 14 33.7
EL_5115| 0 36
EL_5116| 87 29.2
EL_5117| 3 30.3
EL_5118| 12 82.8
EL_5119| 14 66.7
EL_5120| 81 21.5
EL_5121| 86 48.7
EL_5122| 95 40.6
EL_5123| 87 9.7
EL_5124| 81 73.2
EL_5125| 92 51.6
EL_5126| 76 62.2
EL_5127| 100 35.9
EL_5128| 33 28.7
EL_5129| 91 46
EL_5130| 32 64.6
EL_5131| 73 38.7
EL_5132| 17 81.4
EL_5133| 90 76.5
EL_5134| 28 38
EL_5135| 2 25.6
EL_5136| 40 75.5
EL_5137| 87 4
EL_5138| 97 24.6
EL_5139| 69 90.1
EL_5140| 7 51.6
EL_5141| 2 32.8
EL_5142| 89 79.4
EL_5143| 64 75.4
EL_5144| 68 68.6
EL_5145| 92 91.6
EL_5146| 11 44.5
EL_5147| 17 66.8
EL_5148| 80 63.8
EL_5149| 91 76.4
EL_5150| 9 50.3
EL_5151| 33 24.5
EL_5152| 86 45.4
EL_5153| 35 8.3
EL_5154| 35 7.3
EL_5155| 13 28.6
EL_5156| 29 48.6
EL_5157| 32 96.1
EL_5158| 65 40
EL_5159| 100 61
EL_5160| 10 85.7
EL_5161| 5 44
EL_5162| 71 11.7
EL_5163| 34 67.4
EL_5164| 69 24.5
EL_5165| 67 61.8
EL_5166| 10 15.6
EL_5167| 76 87.6
EL_5168| 80 84.4
EL_5169| 72 75.7
EL_5170| 25 66.9
EL_5171| 39 64.8
EL_5172| 60 75.7
EL_5173| 86 61.1
EL_5174| 19 75
EL_5175| 65 59.6
EL_5176| 83 29.1
EL_5177| 12 24.8
EL_5178| 12 48.4
EL_5179| 77 53.1
EL_5180| 20 79.3
EL_5181| 3 5.1
EL_5182| 85 65.1
EL_5183| 32 38.8
EL_5184| 2 100
EL_5185| 68 83.4
EL_5186| 26 59
EL_5187| 100 53.8
EL_5188| 71 5.6
EL_5189| 76 1.9
EL_5190| 77 63.5
EL_5191| 23 22.2
EL_5192| 93 2.3
EL_5193| 62 19.2
EL_5194| 39 36.9
EL_5195| 13 50.5
EL_5196| 8 64
EL_5197| 95 68.4
EL_5198| 11 29.4
EL_5199| 20 69.4
EL_5200| 83 76.6
EL_5201| 22 51.8
EL_5202| 27 71.3
EL_5203| 2 78.5
EL_5204| 93 44.5
EL_5205| 95 26.5
EL_5206| 61 87
EL_5207| 25 59.8
EL_5208| 39 7.9
EL_5209| 85 25.1
EL_5210| 31 73.5
EL_5211| 63 46
EL_5212| 19 7.7
EL_5213| 17 54.6
EL_5214| 64 50.2
EL_5215| 64 24.9
EL_5216| 100 2.3
EL_5217| 17 49.5
EL_5218| 69 91.6
EL_5219| 74 8.1
EL_5220| 61 29.4
EL_5221| 98 52.2
EL_5222| 6 25.3
EL_5223| 8 28.2
EL_5224| 20 17.6
EL_5225| 37 93
EL_5226| 35 8.3
EL_5227| 74 23.5
EL_5228| 69 95.3
EL_5229| 35 89.2
EL_5230| 91 14.7
EL_5231| 71 87.6
EL_5232| 22 68.5
EL_5233| 61 76.8
EL_5234| 67 53.2
EL_5235| 67 85.9
EL_5236| 76 45.8
EL_5237| 12 5
EL_5238| 69 75
EL_5239| 68 79.9
EL_5240| 61 23.9
EL_5241| 88 24.5
EL_5242| 84 15.9
EL_5243| 78 43.7
EL_5244| 72 46.4
EL_5245| 23 5.5
EL_5246| 17 79.5
EL_5247| 26 41.8
EL_5248| 67 20.7
EL_5249| 33 51.9
EL_5250| 25 55.8
EL_5251| 68 30.8
EL_5252| 2 24.5
EL_5253| 6 92.3
EL_5254| 66 76.2
EL_5255| 81 2.1
EL_5256| 26 26.8
EL_5257| 27 52.4
EL_5258| 89 25.3
EL_5259| 7 63.9
EL_5260| 63 12.3
EL_5261| 96 80.3
EL_5262| 33 95.9
EL_5263| 11 66.6
EL_5264| 26 65.9
EL_5265| 62 85.2
EL_5266| 8 33.9
EL_5267| 8 29.8
EL_5268| 38 50.2
EL_5269| 14 13.6
EL_5270| 22 3.8
EL_5271| 72 22.4
EL_5272| 91 31.1
EL_5273| 74 74
EL_5274| 23 94.2
EL_5275| 62 24.8
EL_5276| 63 40.5
EL_5277| 3 96.3
EL_5278| 63 91.3
EL_5279| 9 0.3
EL_5280| 95 30.5
EL_5281| 62 36.9
EL_5282| 76 28.5
EL_5283| 84 12.1
EL_5284| 33 74
EL_5285| 9 6.2
EL_5286| 91 50.3
EL_5287| 86 18.2
EL_5288| 71 39.7
EL_5289| 69 43.8
EL_5290| 89 75.1
EL_5291| 81 55.2
EL_5292| 68 43.3
EL_5293| 95 4.9
EL_5294| 85 80.8
EL_5295| 88 42.2
EL_5296| 67 75.1
EL_5297| 31 43.1
EL_5298| 20 14.9
EL_5299| 99 85.8
EL_5300| 0 55.2
EL_5301| 35 49.2
EL_5302| 37 79.7
EL_5303| 91 49.8
EL_5304| 20 74.5
EL_5305| 15 31.3
EL_5306| 97 50.8
EL_5307| 92 7.1
EL_5308| 89 76.3
EL_5309| 64 64.7
EL_5310| 20 95
EL_5311| 70 69.2
EL_5312| 8 64.5
EL_5313| 2 27
EL_5314| 6 21
EL_5315| 26 24
EL_5316| 88 61.6
EL_5317| 69 92.4
EL_5318| 63 75.8
EL_5319| 95 30.6
EL_5320| 20 19.6
EL_5321| 33 31.5
EL_5322| 5 89.5
EL_5323| 7 59.1
EL_5324| 78 95
EL_5325| 85 75.4
EL_5326| 3 31.2
EL_5327| 93 72.5
EL_5328| 1 30.9
EL_5329| 21 16.6
EL_5330| 66 64.9
EL_5331| 7 53.7
EL_5332| 66 75.8
EL_5333| 82 20.5
EL_5334| 75 16.7
EL_5335| 99 36.8
EL_5336| 84 72.4
EL_5337| 79 56.5
EL_5338| 9 39.1
EL_5339| 86 49.1
EL_5340| 82 42.5
EL_5341| 9 81.8
EL_5342| 72 45.4
EL_5343| 75 31
EL_5344| 9 47.7
EL_5345| 19 7.5
EL_5346| 98 49.4
EL_5347| 90 18.8
EL_5348| 40 28.8
EL_5349| 71 63.5
EL_5350| 61 87.9
EL_5351| 9 6.2
EL_5352| 64 55.5
EL_5353| 12 2
EL_5354| 100 22
EL_5355| 0 17.3
EL_5356| 18 37
EL_5357| 35 76.8
EL_5358| 34 57.3
EL_5359| 89 58.2
EL_5360| 84 3.6
EL_5361| 64 9.3
EL_5362| 13 4.7
EL_5363| 30 32.1
EL_5364| 71 88
EL_5365| 73 84.3
EL_5366| 96 56.3
EL_5367| 85 54.6
EL_5368| 88 27.3
EL_5369| 2 43.5
EL_5370| 65 94
EL_5371| 24 9.1
EL_5372| 2 54.3
EL_5373| 79 29.4
EL_5374| 13 44.4
EL_5375| 74 37.1
EL_5376| 86 63.5
EL_5377| 81 81.7
EL_5378| 90 85.6
EL_5379| 32 65.8
EL_5380| 29 99.5
EL_5381| 10 30.3
EL_5382| 30 60.6
EL_5383| 79 9.6
EL_5384| 9 75.2
EL_5385| 85 95.4
EL_5386| 85 94.6
EL_5387| 18 65
EL_5388| 85 33
EL_5389| 99 83.7
EL_5390| 27 78
EL_5391| 99 3.3
EL_5392| 4 82.6
EL_5393| 84 76
EL_5394| 33 3.5
EL_5395| 93 41.5
EL_5396| 4 55.2
EL_5397| 97 52.1
EL_5398| 85 85.5
EL_5399| 29 53.8
EL_5400| 72 68.5
EL_5401| 62 16.2
EL_5402| 13 13.1
EL_5403| 100 5.1
EL_5404| 100 84.5
EL_5405| 62 31.7
EL_5406| 22 39.5
EL_5407| 2 53.1
EL_5408| 70 9.1
EL_5409| 20 54.3
EL_5410| 21 9.4
EL_5411| 4 13.2
EL_5412| 28 71.4
EL_5413| 92 14.4
EL_5414| 15 57.7
EL_5415| 16 30.1
EL_5416| 92 68.6
EL_5417| 6 46.7
EL_5418| 78 11.7
EL_5419| 66 2.5
EL_5420| 87 51.8
EL_5421| 26 45.5
EL_5422| 99 55.8
EL_5423| 38 55.7
EL_5424| 83 89.9
EL_5425| 3 42.9
EL_5426| 29 73
EL_5427| 76 23.4
EL_5428| 10 11.5
EL_5429| 24 61.8
EL_5430| 8 75.6
EL_5431| 100 90.8
EL_5432| 95 95.7
EL_5433| 73 27.5
EL_5434| 16 71.3
EL_5435| 36 28.4
EL_5436| 11 1.7
EL_5437| 25 1
EL_5438| 61 90.6
EL_5439| 66 55
EL_5440| 60 25.4
EL_5441| 39 1.5
EL_5442| 34 84.9
EL_5443| 69 55.6
EL_5444| 81 13.2
EL_5445| 78 36.9
EL_5446| 21 76
EL_5447| 25 52.2
EL_5448| 34 81.3
EL_5449| 84 87.5
EL_5450| 28 31.5
EL_5451| 2 35.3
EL_5452| 30 4.1
EL_5453| 4 98.2
EL_5454| 72 86.7
EL_5455| 75 1
EL_5456| 91 79.4
EL_5457| 3 14.7
EL_5458| 78 19.5
EL_5459| 93 62.8
EL_5460| 96 33.4
EL_5461| 90 19.2
EL_5462| 39 82.9
EL_5463| 22 15.7
EL_5464| 91 57.2
EL_5465| 71 12.9
EL_5466| 74 70.9
EL_5467| 32 43.3
EL_5468| 0 61.5
EL_5469| 98 77.5
EL_5470| 22 38.9
EL_5471| 94 37.9
EL_5472| 71 91.6
EL_5473| 96 52.9
EL_5474| 21 69.1
EL_5475| 78 76.8
EL_5476| 21 96.1
EL_5477| 96 75.1
EL_5478| 92 83
EL_5479| 19 44.6
EL_5480| 89 82.3
EL_5481| 61 44.7
EL_5482| 2 4.9
EL_5483| 21 36.2
EL_5484| 93 56.5
EL_5485| 92 52.7
EL_5486| 17 99.4
EL_5487| 40 49.3
EL_5488| 39 14.6
EL_5489| 20 78.8
EL_5490| 80 37.5
EL_5491| 22 79.5
EL_5492| 32 73.8
EL_5493| 84 77.8
EL_5494| 94 92.8
EL_5495| 23 95.3
EL_5496| 21 96.7
EL_5497| 83 56.9
EL_5498| 77 61
EL_5499| 5 22.4
EL_5500| 64 54.3
EL_5501| 62 35.5
EL_5502| 98 82.1
EL_5503| 78 63.3
EL_5504| 19 3.2
EL_5505| 24 21.9
EL_5506| 62 48.5
EL_5507| 97 75.9
EL_5508| 60 77
EL_5509| 84 89.8
EL_5510| 27 5.8
EL_5511| 66 26.4
EL_5512| 63 97.2
EL_5513| 36 56.1
EL_5514| 34 37.9
EL_5515| 0 68
EL_5516| 81 18
EL_5517| 2 26.6
EL_5518| 4 43.2
EL_5519| 73 81.2
EL_5520| 92 10.8
EL_5521| 22 58.2
EL_5522| 92 7.8
EL_5523| 9 47.4
EL_5524| 87 87.7
EL_5525| 12 75.8
EL_5526| 11 51.1
EL_5527| 87 95.1
EL_5528| 26 62.4
EL_5529| 69 51
EL_5530| 84 0.8
EL_5531| 80 35.7
EL_5532| 71 37.9
EL_5533| 10 22.6
EL_5534| 28 5.4
EL_5535| 100 77.8
EL_5536| 92 33.1
EL_5537| 14 9.8
EL_5538| 70 66.4
EL_5539| 98 29.6
EL_5540| 7 8.5
